urls,date,processing_timestamp
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0722_v003-2025m0723t071620.nc,2025-07-22 0:00:00,2025-07-23 7:16:20
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0721_v003-2025m0722t061705.nc,2025-07-21 0:00:00,2025-07-22 6:17:05
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0720_v003-2025m0721t072235.nc,2025-07-20 0:00:00,2025-07-21 7:22:35
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0719_v003-2025m0720t062434.nc,2025-07-19 0:00:00,2025-07-20 6:24:34
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0718_v003-2025m0719t072310.nc,2025-07-18 0:00:00,2025-07-19 7:23:10
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0717_v003-2025m0718t070639.nc,2025-07-17 0:00:00,2025-07-18 7:06:39
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0716_v003-2025m0717t061837.nc,2025-07-16 0:00:00,2025-07-17 6:18:37
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0715_v003-2025m0716t071604.nc,2025-07-15 0:00:00,2025-07-16 7:16:04
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0714_v003-2025m0715t061515.nc,2025-07-14 0:00:00,2025-07-15 6:15:15
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0713_v003-2025m0714t081314.nc,2025-07-13 0:00:00,2025-07-14 8:13:14
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0712_v003-2025m0713t072208.nc,2025-07-12 0:00:00,2025-07-13 7:22:08
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0711_v003-2025m0712t063111.nc,2025-07-11 0:00:00,2025-07-12 6:31:11
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0710_v003-2025m0711t073514.nc,2025-07-10 0:00:00,2025-07-11 7:35:14
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0709_v003-2025m0710t062737.nc,2025-07-09 0:00:00,2025-07-10 6:27:37
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0708_v003-2025m0709t072804.nc,2025-07-08 0:00:00,2025-07-09 7:28:04
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0707_v003-2025m0708t063347.nc,2025-07-07 0:00:00,2025-07-08 6:33:47
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0706_v003-2025m0707t062302.nc,2025-07-06 0:00:00,2025-07-07 6:23:02
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0705_v003-2025m0706t072006.nc,2025-07-05 0:00:00,2025-07-06 7:20:06
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0704_v003-2025m0709t005938.nc,2025-07-04 0:00:00,2025-07-09 0:59:38
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0703_v003-2025m0704t071912.nc,2025-07-03 0:00:00,2025-07-04 7:19:12
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0702_v003-2025m0703t072459.nc,2025-07-02 0:00:00,2025-07-03 7:24:59
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0701_v003-2025m0702t062718.nc,2025-07-01 0:00:00,2025-07-02 6:27:18
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0630_v003-2025m0701t072457.nc,2025-06-30 0:00:00,2025-07-01 7:24:57
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0629_v003-2025m0630t062510.nc,2025-06-29 0:00:00,2025-06-30 6:25:10
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0628_v003-2025m0629t092114.nc,2025-06-28 0:00:00,2025-06-29 9:21:14
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0627_v003-2025m0628t071948.nc,2025-06-27 0:00:00,2025-06-28 7:19:48
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0626_v003-2025m0627t062007.nc,2025-06-26 0:00:00,2025-06-27 6:20:07
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0625_v003-2025m0626t072603.nc,2025-06-25 0:00:00,2025-06-26 7:26:03
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0624_v003-2025m0625t061704.nc,2025-06-24 0:00:00,2025-06-25 6:17:04
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0623_v003-2025m0624t072327.nc,2025-06-23 0:00:00,2025-06-24 7:23:27
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0622_v003-2025m0623t071703.nc,2025-06-22 0:00:00,2025-06-23 7:17:03
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0621_v003-2025m0622t082106.nc,2025-06-21 0:00:00,2025-06-22 8:21:06
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0620_v003-2025m0621t071815.nc,2025-06-20 0:00:00,2025-06-21 7:18:15
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0619_v003-2025m0620t061900.nc,2025-06-19 0:00:00,2025-06-20 6:19:00
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0618_v003-2025m0619t072128.nc,2025-06-18 0:00:00,2025-06-19 7:21:28
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0617_v003-2025m0618t071836.nc,2025-06-17 0:00:00,2025-06-18 7:18:36
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0616_v003-2025m0617t072328.nc,2025-06-16 0:00:00,2025-06-17 7:23:28
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0615_v003-2025m0616t071709.nc,2025-06-15 0:00:00,2025-06-16 7:17:09
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0614_v003-2025m0615t061452.nc,2025-06-14 0:00:00,2025-06-15 6:14:52
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0613_v003-2025m0614t072308.nc,2025-06-13 0:00:00,2025-06-14 7:23:08
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0612_v003-2025m0613t065208.nc,2025-06-12 0:00:00,2025-06-13 6:52:08
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0611_v003-2025m0612t072202.nc,2025-06-11 0:00:00,2025-06-12 7:22:02
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0610_v003-2025m0611t071952.nc,2025-06-10 0:00:00,2025-06-11 7:19:52
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0609_v003-2025m0610t061837.nc,2025-06-09 0:00:00,2025-06-10 6:18:37
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0608_v003-2025m0609t152744.nc,2025-06-08 0:00:00,2025-06-09 15:27:44
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0607_v003-2025m0608t061921.nc,2025-06-07 0:00:00,2025-06-08 6:19:21
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0606_v003-2025m0608t072455.nc,2025-06-06 0:00:00,2025-06-08 7:24:55
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0605_v003-2025m0606t081747.nc,2025-06-05 0:00:00,2025-06-06 8:17:47
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0604_v003-2025m0605t071648.nc,2025-06-04 0:00:00,2025-06-05 7:16:48
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0603_v003-2025m0604t071552.nc,2025-06-03 0:00:00,2025-06-04 7:15:52
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0602_v003-2025m0603t082640.nc,2025-06-02 0:00:00,2025-06-03 8:26:40
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0601_v003-2025m0602t071617.nc,2025-06-01 0:00:00,2025-06-02 7:16:17
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0531_v003-2025m0601t071655.nc,2025-05-31 0:00:00,2025-06-01 7:16:55
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0530_v003-2025m0531t061548.nc,2025-05-30 0:00:00,2025-05-31 6:15:48
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0529_v003-2025m0530t071525.nc,2025-05-29 0:00:00,2025-05-30 7:15:25
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0528_v003-2025m0531t064253.nc,2025-05-28 0:00:00,2025-05-31 6:42:53
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0527_v003-2025m0529t071654.nc,2025-05-27 0:00:00,2025-05-29 7:16:54
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0526_v003-2025m0527t071759.nc,2025-05-26 0:00:00,2025-05-27 7:17:59
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0525_v003-2025m0526t061742.nc,2025-05-25 0:00:00,2025-05-26 6:17:42
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0524_v003-2025m0525t071800.nc,2025-05-24 0:00:00,2025-05-25 7:18:00
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0523_v003-2025m0524t061740.nc,2025-05-23 0:00:00,2025-05-24 6:17:40
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0522_v003-2025m0523t072042.nc,2025-05-22 0:00:00,2025-05-23 7:20:42
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0521_v003-2025m0523t092611.nc,2025-05-21 0:00:00,2025-05-23 9:26:11
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0520_v003-2025m0522t071911.nc,2025-05-20 0:00:00,2025-05-22 7:19:11
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0519_v003-2025m0520t072009.nc,2025-05-19 0:00:00,2025-05-20 7:20:09
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0518_v003-2025m0519t061702.nc,2025-05-18 0:00:00,2025-05-19 6:17:02
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0517_v003-2025m0518t082053.nc,2025-05-17 0:00:00,2025-05-18 8:20:53
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0516_v003-2025m0517t071907.nc,2025-05-16 0:00:00,2025-05-17 7:19:07
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0515_v003-2025m0516t062147.nc,2025-05-15 0:00:00,2025-05-16 6:21:47
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0514_v003-2025m0515t072123.nc,2025-05-14 0:00:00,2025-05-15 7:21:23
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0513_v003-2025m0514t061549.nc,2025-05-13 0:00:00,2025-05-14 6:15:49
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0512_v003-2025m0514t062816.nc,2025-05-12 0:00:00,2025-05-14 6:28:16
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0511_v003-2025m0512t071519.nc,2025-05-11 0:00:00,2025-05-12 7:15:19
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0510_v003-2025m0511t081510.nc,2025-05-10 0:00:00,2025-05-11 8:15:10
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0509_v003-2025m0510t071201.nc,2025-05-09 0:00:00,2025-05-10 7:12:01
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0508_v003-2025m0509t061813.nc,2025-05-08 0:00:00,2025-05-09 6:18:13
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0507_v003-2025m0508t081629.nc,2025-05-07 0:00:00,2025-05-08 8:16:29
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0506_v003-2025m0508t093332.nc,2025-05-06 0:00:00,2025-05-08 9:33:32
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0505_v003-2025m0507t071821.nc,2025-05-05 0:00:00,2025-05-07 7:18:21
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0504_v003-2025m0505t071605.nc,2025-05-04 0:00:00,2025-05-05 7:16:05
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0503_v003-2025m0504t061551.nc,2025-05-03 0:00:00,2025-05-04 6:15:51
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0502_v003-2025m0503t071624.nc,2025-05-02 0:00:00,2025-05-03 7:16:24
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0501_v003-2025m0502t071419.nc,2025-05-01 0:00:00,2025-05-02 7:14:19
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0430_v003-2025m0501t075732.nc,2025-04-30 0:00:00,2025-05-01 7:57:32
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0429_v003-2025m0430t164649.nc,2025-04-29 0:00:00,2025-04-30 16:46:49
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0428_v003-2025m0429t062555.nc,2025-04-28 0:00:00,2025-04-29 6:25:55
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0427_v003-2025m0428t071310.nc,2025-04-27 0:00:00,2025-04-28 7:13:10
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0426_v003-2025m0427t071438.nc,2025-04-26 0:00:00,2025-04-27 7:14:38
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0425_v003-2025m0426t081856.nc,2025-04-25 0:00:00,2025-04-26 8:18:56
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0424_v003-2025m0425t071454.nc,2025-04-24 0:00:00,2025-04-25 7:14:54
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0423_v003-2025m0424t063026.nc,2025-04-23 0:00:00,2025-04-24 6:30:26
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0422_v003-2025m0423t071631.nc,2025-04-22 0:00:00,2025-04-23 7:16:31
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0421_v003-2025m0422t071608.nc,2025-04-21 0:00:00,2025-04-22 7:16:08
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0420_v003-2025m0421t081237.nc,2025-04-20 0:00:00,2025-04-21 8:12:37
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0419_v003-2025m0420t071146.nc,2025-04-19 0:00:00,2025-04-20 7:11:46
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0418_v003-2025m0419t061420.nc,2025-04-18 0:00:00,2025-04-19 6:14:20
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0417_v003-2025m0418t071430.nc,2025-04-17 0:00:00,2025-04-18 7:14:30
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0416_v003-2025m0417t171957.nc,2025-04-16 0:00:00,2025-04-17 17:19:57
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0415_v003-2025m0416t080740.nc,2025-04-15 0:00:00,2025-04-16 8:07:40
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0414_v003-2025m0415t071240.nc,2025-04-14 0:00:00,2025-04-15 7:12:40
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0413_v003-2025m0414t061611.nc,2025-04-13 0:00:00,2025-04-14 6:16:11
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0412_v003-2025m0413t071501.nc,2025-04-12 0:00:00,2025-04-13 7:15:01
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0411_v003-2025m0412t061522.nc,2025-04-11 0:00:00,2025-04-12 6:15:22
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0410_v003-2025m0411t071920.nc,2025-04-10 0:00:00,2025-04-11 7:19:20
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0409_v003-2025m0410t064518.nc,2025-04-09 0:00:00,2025-04-10 6:45:18
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0408_v003-2025m0409t061450.nc,2025-04-08 0:00:00,2025-04-09 6:14:50
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0407_v003-2025m0408t071201.nc,2025-04-07 0:00:00,2025-04-08 7:12:01
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0406_v003-2025m0407t062454.nc,2025-04-06 0:00:00,2025-04-07 6:24:54
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0405_v003-2025m0406t073641.nc,2025-04-05 0:00:00,2025-04-06 7:36:41
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0404_v003-2025m0405t064718.nc,2025-04-04 0:00:00,2025-04-05 6:47:18
https://data.gesdisc.earthdata.nasa.gov/data/Aura_OMI_Level3/OMHCHOd.003/2025/OMI-Aura_L3-OMHCHOd_2025m0403_v003-2025m0404t075149.nc,2025-04-03 0:00:00,2025-04-04 7:51:49
